6003	1694	956797281       
3999	2026	965962634       
4704	1792	963546491       
3874	2640	965839686       
2407	1270	974254226       
3405	1136	967425605       
4918	3081	966909406       
5111	2290	962334898       
3126	733	969297874       
4880	2732	962763428       
4958	1080	962636083       
713	2716	975535851       
223	367	976832485       
5271	1674	961137798       
1860	1213	975258186       
2878	1689	981474493       
2507	1788	974082144       
2899	3358	971919150       
1741	971	974710837       
2777	161	973049965       
4472	95	965064650       
1889	1185	976401436       
4656	923	963894305       
1404	356	974764253       
2753	2352	973198147       
4967	474	962610776       
5974	926	956947169       
5872	21	958263559       
5794	541	958069289       
2465	3702	974324068       
2790	2117	972941853       
1727	1230	974704262       
3681	1969	968951761       
5324	832	960858074       
1746	3396	974849137       
1223	2482	974838110       
2407	3629	974254512       
5482	1347	959867652       
2402	160	974261817       
3105	919	969906797       
5102	2739	962347908       
897	1408	975221413       
5484	780	959837654       
1764	2107	974702551       
4607	1722	1042842775      
2244	589	974595578       
5378	2390	960402334       
2525	2407	974064524       
424	1950	976293224       
5659	2916	958788479       
857	1282	975345511       
147	1396	977357815       
1343	3134	975196144       
573	1193	975994095       
4303	260	965268233       
5234	1080	961603529       
5928	1240	957269864       
4607	2898	964196934       
2685	3325	973377187       
5449	208	959949648       
929	1805	975566180       
1950	3081	974700279       
2679	915	973392478       
2275	2670	974564822       
3675	3617	966365023       
4041	2794	965714299       
1243	3261	994720377       
3428	1035	989805715       
4940	905	1022013359      
2237	457	974595781       
1360	2716	974769988       
2140	1259	974637346       
3521	2729	966922902       
3620	1589	972785055       
212	246	976903400       
2378	3274	974331860       
5014	780	962588703       
1875	3114	974701253       
5865	3510	957653517       
775	3301	975437855       
2038	3924	975249278       
3833	3793	965927714       
1780	1334	974705389       
2400	1198	974263054       
2603	3270	973779737       
3770	1079	966048975       
1587	1298	974737717       
1423	909	974759395       
3774	3108	966041383       
2661	1883	973462038       
5111	2135	962424486       
2990	342	970954526       
4510	1254	964990933       
5762	2144	958225158       
3217	2671	968781385       
3515	2973	966970642       
4069	2431	965453627       
4954	3735	962637792       
5759	1171	959869240       
3830	3129	965933939       
539	1676	976128794       
877	2841	975274068       
5805	1209	958107541       
4439	2771	965096010       
1613	3039	974738464       
5643	1210	958956819       
117	1785	977501316       
4647	2804	963968062       
1069	3127	974944799       
1150	319	974870940       
4064	2780	965476910       
1180	1250	974856102       
1923	3300	974690354       
1932	1196	974705645       
4096	2405	965418416       
4048	207	965506185       
1068	3071	974952090       
2542	2791	974044265       
3003	551	970773987       
4054	1271	965507724       
4260	2664	965322679       
710	225	978376516       
1877	3886	977432355       
3054	3260	970615317       
3777	3114	966035124       
5948	1938	1043068730      
3474	110	967131824       
4964	2530	962617338       
1077	1252	975105061       
946	908	975154682       
5795	1084	958077535       
2173	2391	974613259       
2369	608	974337751       
3012	1196	970597953       
4169	503	982530252       
2015	2005	974852736       
2271	1284	974573721       
5433	1095	960240940       
2410	1721	974251731       
5961	2774	957024904       
1752	2064	975728548       
4662	339	963866494       
4473	2746	965073905       
509	2060	976206413       
3201	971	968624541       
800	1007	975402281       
498	2248	977848782       
3207	2571	968556042       
292	780	976561462       
1051	2953	975211117       
2256	457	974591034       
949	2058	975389940       
2265	897	974653269       
4965	1754	962612215       
285	3019	976573826       
1297	1721	974790352       
2187	1265	974608207       
4680	593	963682697       
2016	1214	974674849       
2541	3921	974044722       
3195	25	968641795       
1741	3701	974707689       
2303	1704	974583022       
1692	2427	974710841       
651	1080	975976267       
2581	1333	973889354       
1261	3513	974821789       
3801	1981	966001109       
1267	1275	975341554       
385	2019	976583964       
4939	349	962643014       
1543	2518	974742499       
2436	1544	976044732       
685	2144	975602905       
4141	362	965353515       
231	1974	1043295045      
3769	1641	966058234       
5346	594	960671127       
235	2395	1018413480      
3507	507	967153099       
3880	1036	965829822       
3365	748	967662868       
271	231	979881495       
3320	2001	967922343       
1640	20	974717588       
1926	919	974769300       
4973	1132	962607016       
1448	1909	976556251       
1803	3081	974706227       
4089	1250	965542003       
4831	750	1024070542      
5974	3424	956947255       
5345	2014	960673481       
5367	3178	965071338       
102	1270	977573987       
5771	899	958753118       
5464	3543	959899655       
2773	1252	973070265       
855	3039	976340699       
1530	3386	985049396       
1202	339	974857706       
5429	2858	960076510       
1645	333	974979904       
4521	1198	964837895       
961	2706	975120663       
1641	1617	974714771       
5790	1473	958091073       
1147	2925	974873468       
3067	2064	996607376       
549	2860	976070872       
5903	2916	957463542       
606	3751	975869242       
3271	2054	968199361       
3808	1246	965972207       
3235	2987	968360346       
5495	2858	959810070       
5595	382	959311080       
2857	3153	972508141       
4607	2336	964307528       
5205	1644	961639904       
2840	225	972570904       
3125	3108	993074282       
524	2071	976169229       
6008	2916	956789253       
5042	1148	962505778       
1458	2336	989959208       
4849	802	963421102       
2777	1919	973123495       
3144	1387	968978017       
5813	1784	957916542       
4855	110	962847255       
5557	2313	959440607       
6021	2921	956755665       
4169	1391	976589194       
5831	185	957894196       
478	2890	976941081       
710	3476	975735717       
5163	1374	961951500       
1863	1244	974695862       
3511	455	966975071       
2232	16	999916144       
3390	3037	967511158       
967	3247	975116454       
1605	638	992315024       
4194	497	965327087       
2236	3752	974597016       
5128	1580	962433872       
2764	2944	973137917       
3841	2067	965997802       
3981	3258	965626192       
1988	949	975119405       
3389	2987	967515006       
1013	356	975015116       
5852	2628	957756407       
735	3703	975479938       
4774	2387	963112453       
5107	301	962338489       
1503	1721	974763842       
1701	2826	984452478       
1639	3252	974715891       
2105	280	974679114       
4682	279	965608750       
780	2006	975437801       
958	2770	975128240       
1496	1129	974752540       
1591	1240	974813899       
3179	3004	968775279       
4415	2028	965143577       
1086	162	974933917       
2110	1127	974650642       
3271	3510	968197350       
4238	2410	965415034       
5131	2321	962130986       
3945	1210	965686317       
2523	2858	974064234       
4022	2571	965520479       
890	709	980134927       
1378	913	974766999       
2124	2385	974649724       
3491	1667	967069750       
3832	2935	997896922       
5175	3147	961861085       
3391	3298	967667920       
5369	3067	960489097       
5675	2107	966773193       
3033	595	970291176       
5763	1286	959536899       
4283	1220	965278645       
919	1270	975202819       
5552	58	959458288       
1812	2620	974846336       
3511	3070	966974600       
4802	1663	978959594       
2205	3917	974602856       
5717	3210	958866056       
1186	2530	979279661       
4212	3404	965320596       
3532	1584	978231308       
2180	1380	974610654       
515	300	976203850       
1576	2248	974737793       
4699	1210	963562735       
1676	69	974800181       
2593	3873	973824154       
493	2475	976214557       
1367	1391	974772494       
3420	1958	967389313       
3437	1663	967326307       
5167	1394	961898540       
5948	2390	1023462581      
1513	1262	974748877       
4837	3253	962893683       
1727	3384	974706213       
6020	2948	956757905       
5596	1213	959219040       
3674	1748	966441688       
4954	1077	962638530       
5307	3175	960936695       
3195	2641	968641067       
363	2135	976312462       
4238	1077	965310163       
4648	2093	963958990       
5019	213	986272059       
5896	203	957459540       
5904	597	957380803       
976	1210	975105285       
4843	1233	962846965       
4238	1805	965345368       
4774	81	963057430       
4359	3005	965188242       
5100	500	962715844       
4488	2651	965014402       
4911	339	962677823       
3434	296	967336722       
412	125	976287736       
3053	1968	970170813       
4460	2155	965073626       
1753	1912	974702638       
3248	2692	968303234       
3969	3129	965660284       
2873	837	972414359       
3475	1673	967130904       
1816	2916	974699369       
5327	3527	961101205       
3868	1047	966033614       
3916	306	965758001       
5964	1259	956993619       
1842	3547	996423461       
3635	1260	966516905       
1204	2700	974844510       
3999	1704	965578273       
1745	1997	974705635       
4729	2389	963352250       
1383	2736	976148581       
752	3081	975464805       
3547	3702	997682566       
5480	1259	959867465       
696	457	975560723       
33	1283	978558219       
358	3467	976317867       
2820	50	972662076       
953	551	975265943       
2218	908	974600101       
3227	3361	968423677       
4260	1298	965305827       
199	1597	977006004       
3701	541	1031075541      
4942	608	962643279       
5405	2912	960253708       
2654	1569	973546915       
5504	541	959733770       
3635	541	966516905       
3558	3033	966804434       
678	2139	987445909       
2506	2144	974079375       
2404	2012	974259937       
2041	1210	1002928633      
2907	3418	971844248       
3639	3552	966488639       
919	2020	975203452       
1297	1233	974788553       
4405	1721	965155036       
4527	3624	964801421       
5329	2952	960917270       
4351	1129	965373905       
4490	916	965008494       
1930	2083	982434832       
3045	965	970189567       
585	2677	975948007       
1074	1028	974939386       
5893	1307	957464124       
2808	3827	972777413       
4206	3633	965320815       
4148	3844	965342917       
3654	353	966458713       
1300	24	974789424       
1285	2035	975658182       
2794	2329	972921565       
5329	1173	989078595       
4867	1580	962817021       
713	1127	975536021       
1676	1500	974799379       
4328	2764	965245044       
4647	105	963967324       
99	3744	982873407       
4506	2993	964984688       
59	1357	1041966755      
366	588	976311692       
4577	899	964404048       
3098	1912	969595232       
1216	3153	974849504       
3180	1876	968804389       
319	7	976422719       
1505	2290	1010189247      
2020	908	974680659       
6036	247	956711576       
2504	2025	974084495       
3963	2959	1005450733      
1887	1422	974693462       
6011	2901	956783817       
6013	1678	959115945       
1741	1913	974711597       
1799	2289	974700759       
1835	2690	974881361       
669	3751	975635044       
5277	590	968271652       
1833	2324	974698686       
3377	2287	967588250       
4961	356	962633988       
3611	440	966610146       
5038	1185	962520346       
3971	2723	967070224       
1489	1269	974750356       
3848	1419	965880270       
5064	235	962480129       
5728	3088	958468881       
2251	3504	974597963       
4510	3102	964989199       
4979	1732	962601203       
1457	1693	983498828       
2421	1376	974238113       
549	2018	976122084       
4082	1148	965437260       
4169	1100	976589718       
83	3174	977719522       
3768	3882	983143772       
1928	745	974690752       
2222	2470	974599871       
4169	3427	971579645       
385	1266	976300183       
1778	2411	975663866       
3898	1041	965776238       
4279	1744	965286170       
1242	1293	975642235       
3160	110	968877316       
2181	921	974668346       
5324	1049	960860620       
1605	2907	975380260       
2258	3259	982439215       
1312	610	974780542       
5333	1307	960825073       
5746	2918	958354366       
2015	2195	982626210       
2841	3476	983750491       
5915	852	957337007       
2424	1527	974785124       
2933	2890	971487406       
1632	475	974720375       
1182	2883	997430183       
3626	353	966608671       
929	457	975191152       
4950	2020	973485081       
3768	2457	1000106812      
4706	1197	963527961       
4975	1246	962608018       
5958	3074	957403130       
4374	2916	965179726       
4335	2335	965421640       
3965	6	965669982       
438	595	976249576       
4826	3578	962997730       
3913	2858	965748288       
1790	260	974699970       
2116	2880	983992740       
2546	3035	974041088       
3892	1201	965798542       
5244	1090	961382732       
797	7	975413604       
3957	1944	965673457       
624	2474	975996996       
5866	1885	957649572       
1231	2858	974919323       
31	1210	978120401       
1427	1393	974842669       
4118	2089	983347073       
5049	3911	1022687042      
1395	2959	975005436       
5838	316	957841001       
648	800	975712598       
2663	350	973800258       
136	1821	977531340       
4535	2380	964721401       
5433	379	960048117       
558	1633	976051562       
1974	1197	974688125       
1733	1845	977461901       
4140	60	965357472       
1896	1267	974692187       
669	1866	975631973       
5042	1193	962656258       
3650	2406	970772169       
1667	466	974711076       
5172	3618	983059284       
4253	1965	965310617       
1383	105	975979455       
5597	2630	959215253       
376	3747	980620615       
4048	1888	965502260       
4086	1059	965434068       
4601	1566	964207958       
5811	2011	958030046       
1926	2469	974694403       
4957	480	962636816       
4258	39	968175721       
2012	2941	974675187       
2181	3062	974860725       
3569	296	966740822       
5090	2355	966355130       
3199	2502	968632183       
5336	969	960761794       
672	1544	975625209       
3430	3019	969150517       
3292	2533	968096384       
4588	1721	964316251       
143	2427	977350973       
3181	922	968773114       
5776	2054	958169225       
1733	1089	1021180686      
4001	3723	965583377       
426	2949	976597697       
3096	1270	969642580       
1680	3185	974841802       
5955	1339	957111440       
1899	1963	974694813       
3014	589	970708112       
590	1584	975913617       
128	2533	977434232       
2874	1	972413190       
3641	599	966489737       
2953	2997	971212328       
3101	1249	969584593       
5190	2028	961704058       
2153	3148	974620881       
2687	2692	973408970       
2323	1240	974518416       
5614	2125	964396362       
5543	1199	959876807       
2635	3328	973588435       
2878	3070	972360720       
3425	368	967407249       
1040	1283	974982015       
4188	1367	965326125       
1029	1188	975002417       
2225	2418	974678493       
4298	2122	965447039       
5256	919	961307971       
1598	2407	974734533       
2084	1198	974654806       
173	965	980363197       
2781	2917	989598071       
5589	2890	959275675       
3311	1581	968648147       
3847	1562	965881815       
4808	842	962952407       
1639	1092	975142355       
5324	852	960858700       
4072	1573	965454461       
1533	2147	974745225       
5550	1214	959469526       
5978	1129	956961379       
5752	538	958274825       
3381	3408	967576681       
3732	923	969168350       
1190	2100	974850698       
4060	2321	965491535       
1151	1094	974870927       
337	3489	976350886       
613	1295	975811551       
3029	1127	970367596       
245	832	976734781       
53	1611	977986238       
5667	1964	958768424       
1215	260	974842418       
5263	3686	961187481       
556	1011	976057238       
2162	2093	974617461       
1365	541	975102031       
2796	2355	972882454       
1389	2137	974769357       
4062	1597	965482636       
4979	2396	962598486       
237	3441	992128300       
5522	1963	960089733       
4639	2804	966193305       
4596	3791	964222753       
1050	553	974967534       
1272	1198	974814338       
1181	1252	974944026       
3469	1029	967156858       
319	27	976421239       
796	3836	975417022       
2173	2739	974611674       
3295	2581	968057658       
3705	905	966284222       
328	480	976396262       
303	2395	976506091       
2205	1997	974603631       
4261	2393	965306585       
666	440	975641719       
2986	308	970813320       
4561	2006	964498067       
4958	2012	962634818       
2857	1261	972505035       
3550	1405	967157116       
1858	1198	974695341       
3675	1024	966364481       
899	3253	975218118       
1376	3246	974867819       
4870	1094	962817946       
5395	2355	960317757       
531	1498	978972689       
1170	3578	974862836       
1712	1207	980384741       
3683	110	966350205       
2124	1704	974647717       
2529	743	974061723       
1369	3064	1014451616      
5472	780	959891965       
4826	2881	962914148       
4953	647	962641999       
5109	480	962333279       
1798	3927	974757056       
3747	3788	966136072       
839	3083	975361899       
3937	3256	965700543       
4699	589	963563936       
2368	224	974342582       
3405	1609	967424488       
3391	1394	967586752       
2020	1240	975725338       
2599	1215	973793657       
3493	3619	967039562       
5124	2499	962199272       
3900	592	965858745       
4508	2096	964986205       
5574	1035	959294889       
2424	172	974691089       
6002	3809	969071053       
1605	185	975382853       
4788	700	962999340       
3191	1833	968651180       
3519	1923	967571384       
5679	3020	958619901       
192	3105	977024717       
1303	1270	974788453       
2098	589	974654748       
1917	553	976422014       
4579	1278	996349951       
4261	2141	965305612       
3921	1617	965717520       
1216	780	974848931       
3558	3763	966802460       
896	2629	975221059       
3294	648	968073592       
3081	594	969801569       
2271	356	1007158526      
3196	1105	970938552       
4305	3340	965263706       
6019	36	956760736       
651	1503	975978707       
5957	1282	957073449       
5000	2985	962596097       
838	2599	975359510       
5719	3565	958504861       
4083	3628	965460688       
4659	509	963877662       
4951	1834	965142379       
4682	300	965607408       
1052	2937	974955653       
2048	1269	974663248       
5643	909	958889214       
3487	913	967057794       
3641	1673	966482148       
2348	1090	974410739       
2529	3450	974061247       
5900	1213	957425641       
4884	1097	963045750       
5689	456	968019109       
3181	1247	968772457       
5138	1997	962060218       
4083	2707	965461749       
4091	1210	965423484       
4271	1374	965302343       
5113	14	971975377       
5754	1883	958271608       
6002	1344	1014523876      
624	3362	1017071425      
907	1267	975207901       
4344	3108	965228646       
5755	2064	958266341       
1896	2396	975272386       
2011	1269	975280627       
2665	849	974737626       
3017	2762	970507267       
4214	1617	965318857       
1591	288	974752863       
181	3506	977087064       
5112	2525	962328260       
2901	2288	971883158       
3769	3591	966637928       
3985	2171	965611829       
5605	2596	987647841       
6036	3300	956710067       
6040	978	957717557       
1985	2012	974683991       
5046	2076	962503601       
4806	32	962937009       
2110	2628	974650791       
4238	784	965343751       
4715	3397	963527111       
1691	2105	974775789       
1119	2501	974915452       
3590	804	966655124       
5423	924	960149173       
3683	36	966521707       
5053	2046	987835666       
568	1010	976028579       
2073	1084	974753367       
3524	265	966909664       
4861	1225	962828454       
5394	48	1006905781      
702	953	975562482       
4054	902	965507490       
3850	3052	965880458       
1741	1188	974711917       
3675	858	966363669       
5501	2324	959798077       
5955	1967	957108406       
2605	599	973748336       
5616	1380	959134878       
869	2261	999376209       
5367	3007	965502256       
5141	2916	962043038       
5282	1223	961095729       
149	1783	978190629       
4040	1254	965504133       
1743	2174	975536170       
3910	590	965756966       
4535	2797	964719626       
5124	745	962198910       
1908	1727	974872638       
169	1103	977197836       
3378	1907	967757273       
4234	908	965310459       
4460	1500	965073022       
4566	2750	964488489       
635	1132	975769047       
2010	1408	974676148       
3841	1573	965995474       
3118	32	969401758       
1447	1185	981018924       
4715	1266	963445859       
482	1694	976218256       
2596	1367	973809277       
3414	153	967487426       
4375	2671	966685900       
1396	1923	974764999       
1988	1302	975119550       
2978	1209	970964482       
1984	2126	974770514       
199	497	976977659       
349	1210	1010200639      
1228	1387	975353265       
4865	1235	962820177       
757	317	975454961       
3080	380	969810150       
3393	1356	967495875       
5029	2353	962566112       
5824	786	957967300       
4310	1722	965351082       
1877	3793	977431488       
3213	2353	968518713       
393	1041	976297656       
1926	3872	974770948       
1150	184	974875259       
1850	1747	974695801       
4609	39	964163931       
3243	2716	968339337       
1133	3019	974969835       
2692	161	973318756       
4374	457	965179616       
1755	3751	1037948178      
1884	1967	975737675       
3831	1376	965930756       
1101	851	1031686174      
5046	2410	962499881       
3660	1374	966433930       
2124	2205	974652422       
3224	2599	968520931       
3277	527	968175183       
1447	1084	981018738       
151	353	978682197       
2925	3798	983737746       
3018	1858	970522137       
3260	2324	1019506703      
4219	1690	965316626       
1453	2690	974757175       
2288	50	974525115       
4277	3063	965387978       
3405	3077	967424527       
5060	1197	962486009       
1912	2311	1023141340      
1928	1616	975189135       
3735	1265	966921789       
4904	446	962684392       
5561	2490	959375448       
4502	2976	965097081       
3539	521	966929494       
4823	1610	963094716       
181	3703	977088155       
413	1210	976286492       
4795	589	969658798       
919	345	975204439       
4936	1954	962646310       
157	2948	977250910       
2685	3624	973374681       
1001	2012	976298035       
2129	2789	983418241       
1605	1347	975384989       
3380	3812	967675571       
3674	1197	966365916       
3430	1949	991533168       
4258	1022	966004606       
4085	3701	965539577       
5923	3536	981854573       
2742	553	973221223       
1877	3302	977432097       
1501	2687	974931963       
3072	1224	969940228       
2905	492	971840039       
5230	2353	961546475       
2793	3471	972930518       
922	1370	975213887       
146	2081	977341318       
2478	1944	974328870       
2105	1220	974668646       
2453	788	974188981       
6000	13	956885209       
935	3578	975181353       
3688	1089	975171417       
4183	434	965329560       
4965	653	962612518       
3540	86	967573539       
1141	1876	974876976       
149	1653	977326605       
4170	1193	965333551       
1125	3408	974925797       
198	2763	976979728       
4478	3424	983991767       
5049	1147	1022686418      
2974	2918	971033316       
4867	581	962818685       
1587	500	974741257       
963	1124	980010368       
3705	1236	966288023       
4033	2701	965514542       
421	1459	976282737       
4403	3355	965157200       
3756	596	966098959       
2105	2145	974668125       
2526	3363	974064735       
4487	2334	965012458       
4715	372	963508139       
4682	1713	969489258       
603	2396	975873526       
3961	1077	967225597       
352	2476	976327109       
3992	1994	965595668       
5355	2728	960693819       
5	1884	978246576       
2793	2418	972935383       
3825	3735	965939152       
2063	2137	975797476       
2774	551	973063584       
3201	926	968623152       
1128	1273	974907947       
4448	420	966964733       
1291	597	974790864       
1427	1090	974842389       
5927	3060	957272583       
4509	920	964979263       
5306	919	961012276       
889	3163	975255463       
2972	349	971064567       
1204	2572	974843870       
5755	1678	958279821       
20	648	978143369       
4242	1610	965309680       
3900	577	965874731       
4942	1272	962643393       
5256	34	961271920       
5893	1711	957471699       
1532	2997	974824942       
117	594	977501979       
3180	1215	968775236       
2915	608	972864921       
338	2915	988169066       
5880	2010	958405323       
1194	3528	1036260053      
2638	2134	973707564       
3081	1282	969801927       
413	595	976287901       
5063	932	1035511023      
4148	3819	965342917       
856	3328	997503265       
2743	2236	973221997       
2860	2657	972506144       
1861	593	974699019       
565	2858	976039129       
5906	318	957374703       
4458	1674	965095183       
2795	1050	972893069       
2847	3450	1028958590      
2665	971	975108639       
3560	2797	998255281       
5948	1278	957192654       
4328	349	965251353       
1496	2791	974753622       
3232	2321	968385204       
560	172	976049612       
6037	1301	956801666       
1335	1394	974817483       
3363	2671	978225868       
5663	1200	959268914       
2181	930	974611843       
1403	3701	974764423       
90	344	993876097       
1374	367	974790085       
2489	1	974140175       
5412	3624	971833103       
4033	2518	965524715       
3832	2248	1013716174      
5008	2599	965221202       
5950	2288	957443837       
2665	610	973450766       
1120	3033	974914364       
3769	708	966059612       
5825	3793	980028100       
1298	3740	974790291       
2994	1517	970706786       
2015	543	974849527       
3689	21	966311525       
5065	1299	962477769       
4585	2951	964325994       
2786	3101	972972741       
5331	1101	964461156       
5376	1214	960409539       
2998	3175	979181556       
3847	2261	965882965       
4305	2105	965264358       
2223	1221	974600661       
3842	345	965916713       
1425	1641	977590708       
1465	923	974767692       
3558	2469	966804464       
4094	805	966223666       
3320	3148	968724478       
4263	2502	965305211       
4774	2763	963113424       
5524	3244	959640427       
5879	2991	957546185       
4195	3114	965324199       
3618	497	966603447       
5250	2664	961354332       
2223	3555	974601987       
2223	1353	975263968       
749	50	982731888       
4921	454	962782408       
1946	778	974689165       
1181	931	974984225       
1333	1924	974777273       
3681	3370	968950990       
1724	1339	976441106       
2063	1222	975742954       
5482	908	959864983       
3414	32	967486392       
837	1222	975360089       
3808	377	965963785       
549	1270	976117102       
5939	1185	957213994       
1647	2054	974805898       
2974	2321	971033677       
5034	608	962559471       
4114	2194	965364221       
2163	377	974615246       
1806	3213	974736924       
223	135	976903407       
5082	3093	962407875       
4169	2988	971580678       
605	2605	975871874       
3618	2413	966597730       
4222	2804	965314954       
3154	2908	968904872       
5568	1198	959310836       
3452	1387	967240919       
582	1513	981996152       
1203	1748	998230150       
3760	1015	966095239       
6016	378	956785896       
2820	36	972662109       
4884	592	962746322       
5620	1219	969311068       
4514	2599	965266573       
1726	3864	974712091       
1806	529	974737313       
881	2552	975263943       
4653	2971	963939268       
4131	2366	965352104       
5837	2468	957843658       
4645	2671	963977421       
3519	2735	968340624       
3978	1219	965630584       
4521	3016	964837479       
1714	3534	974705853       
3414	832	967489921       
3377	2600	967588375       
4611	1617	964152520       
5250	2676	961357830       
3973	1431	965656032       
3709	1378	966276772       
1579	2761	974929529       
3349	3723	967749977       
1207	608	974843511       
289	3741	976568514       
291	3194	976566636       
4512	161	964980118       
238	16	976766254       
3216	838	968461031       
3557	161	966809125       
1865	2581	976584694       
199	1801	976978633       
1996	480	974680623       
4042	1249	965502902       
3208	953	968553323       
881	1590	975262292       
1017	1756	975013011       
1405	1104	974766368       
4945	34	962642072       
5675	1207	958742673       
1941	11	974950640       
2629	490	973627227       
5553	1086	959456758       
854	3798	975351292       
4915	1198	962831263       
3884	2987	965815161       
1184	1	974855085       
1392	1917	974765547       
2500	517	974086912       
3297	2541	968052280       
3500	2872	966996084       
3946	1641	965683119       
4782	919	963006737       
5530	2321	959993802       
4021	1080	965523721       
6025	1042	956813518       
3058	2716	970072798       
4406	1193	971032392       
2878	2524	972949045       
1698	3224	1015994633      
4213	3418	965838880       
4271	3654	965302302       
5333	1191	970457719       
3189	177	969790366       
1303	3396	974789967       
3292	552	971021438       
5227	1396	961476246       
1074	2445	981428616       
2015	1726	974852448       
954	515	975134460       
4117	95	1025278702      
5074	969	962431390       
3172	1306	968793162       
3848	296	965879847       
1356	481	974787894       
1449	2397	975518806       
3589	1408	966654561       
652	10	975702549       
735	1954	975480662       
4328	904	965245210       
4821	2081	962945656       
4337	3708	965349175       
1021	2947	975008305       
696	2919	975561230       
1908	318	974871867       
4962	914	963094708       
1623	2916	975364142       
5294	125	961040122       
5834	2300	957853337       
4904	3163	962686995       
2106	1416	975435881       
3000	2321	970620630       
4102	2148	965412887       
4571	733	964468435       
5250	265	961356455       
1883	1288	974875155       
4815	3049	991431725       
5098	3590	962375195       
3210	3163	968545119       
2544	2289	974041479       
3329	2395	967864621       
1780	3039	974751378       
2962	190	977168831       
3777	1178	966035207       
4269	1210	965303428       
5433	2243	960242955       
4368	1222	965182755       
2349	1219	974410864       
396	1185	976296313       
424	2706	1024925430      
146	919	977348756       
2736	3039	973392292       
5118	3071	962294587       
5365	648	960503048       
5433	1648	960049589       
5018	1265	962590692       
4386	2116	965232423       
5886	1580	957485695       
62	931	977909495       
4379	637	965176863       
3913	180	965748433       
4124	3812	965444633       
4277	3827	991121053       
2597	357	973801046       
3074	1265	982532881       
2004	1882	974677679       
524	2391	976167915       
1836	1748	974828878       
2841	3090	972609905       
3029	358	970363998       
3938	3578	965701001       
1050	2598	974964292       
3339	50	967823144       
5797	1206	958059063       
5333	1147	968387353       
5684	3210	958611602       
